split	drug_smiles	max_tanimoto_to_train	bucket	is_in_train
test	CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)CCCC(F)(F)F)C1	1.0	[0.9, 1.0]	True
test	CCc1ccc(B(O)O)cc1	1.0	[0.9, 1.0]	True
test	CCN(CC)[C@@H](C)CNC(=O)c1cc(NCCN2CC(F)(F)C2)nc(-c2cnn3ccc(-c4cccs4)nc23)c1	0.3303	[0.3, 0.5)	False
test	C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c(C(F)(F)F)c1	1.0	[0.9, 1.0]	True
test	C=CC(=O)N1CCN(c2ncnc3cc(-c4c(C)c(C)cc5[nH]ncc45)c4c(c23)OCCC4)C[C@@H]1CC#N	0.3008	[0.3, 0.5)	False
test	N#Cc1ccc(-c2csc(N/N=C\c3ccncc3)n2)cc1	0.5686	[0.5, 0.7)	False
test	CC(=O)Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4N4CCCC4)c4ncnc(N)c34)cc2s1	0.8974	[0.7, 0.9)	False
test	Cn1ncc(-c2ncc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2F)c1Nc1cncc(OC2CC2)n1	1.0	[0.9, 1.0]	True
test	N[C@H](CC(=O)O)Cn1nnc(-c2ccc(OCCc3ccccc3)cc2)n1	0.7018	[0.7, 0.9)	False
test	CCOc1cc(-c2cc(NCCc3cc(F)c4c(c3)OCCO4)ncn2)sc1C(=O)O	1.0	[0.9, 1.0]	True
test	Fc1c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc13)N1CCOC[C@]3(C1)C[C@@H](C3)OCCCCc1c(Cl)cc3[nH]ncc3c1-2	0.2788	[0.0, 0.3)	False
test	NC(=O)c1cnc2c(c1)cc(C1CC1)n2CC(=O)N1CCNCC1	0.378	[0.3, 0.5)	False
test	CC1(O)CCC(N2CCc3c(-c4cnn(C5CCNCC5)c4)cnc(N)c3C2=O)CC1	1.0	[0.9, 1.0]	True
test	CC1(C)C[C@H](Nc2cc(NCc3cnccc3C(F)(F)F)ncc2C#N)CC(C)(C)[C@H]1O	0.4023	[0.3, 0.5)	False
test	N#C/C=C/c1cc(F)c(Oc2nc(Nc3ccc(C#N)c(F)c3)nc3c2COC3)c(F)c1	0.56	[0.5, 0.7)	False
test	CCC#CC1(C(F)(F)F)OC(=O)Nc2ccc([N+](=O)[O-])cc21	0.459	[0.3, 0.5)	False
test	COc1ccc(-c2nc3cc(F)c(F)cc3n2[C@H](C(=O)N[C@H]2CC[C@H](C(=O)O)CC2)C2CCCCC2)c(OC)n1	0.8551	[0.7, 0.9)	False
test	N[C@@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1	1.0	[0.9, 1.0]	False
test	O=S(=O)(NCCCNc1nccc(-c2c(-c3cccc(O)c3)nc3sccn23)n1)c1cccc(F)c1	1.0	[0.9, 1.0]	True
test	NCc1cc2cc(-c3ccc(OCc4ccccc4)nc3)ccc2[nH]1	0.5085	[0.5, 0.7)	False
test	Cc1nccc(Nc2cc(-c3cnc(C)c(OC4CCCC4)c3)ccn2)n1	0.4085	[0.3, 0.5)	False
test	c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5CC5)CC4)c23)[nH]1	1.0	[0.9, 1.0]	True
test	CCCc1nc(C(F)(F)C(F)(F)F)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1Br	0.7714	[0.7, 0.9)	False
test	CC(C)n1nc(-c2ccc3c(c2)CCCO3)c2c(N)ncnc21	1.0	[0.9, 1.0]	True
test	O=C(NCCc1ccc(F)cc1)C1C(=O)N(O)C(=O)c2ccccc21	0.4286	[0.3, 0.5)	False
test	CCCc1ccc(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cc1O[C@@H](C)C(=O)O	0.3981	[0.3, 0.5)	False
test	CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1	1.0	[0.9, 1.0]	True
test	CN1CCN(Cc2ccc(-c3cc4c(Nc5ccc6[nH]ccc6c5)c(C#N)cnc4s3)cc2)CC1	0.6812	[0.5, 0.7)	False
test	Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)c(F)c2)cn1C(C)C	0.3488	[0.3, 0.5)	False
test	Nc1ccc(Cl)c(F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F	0.283	[0.0, 0.3)	False
test	CC(C)(O)Cn1ccc(-c2ccc3sc(C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O)nc3c2)cc1=O	0.8824	[0.7, 0.9)	False
test	NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1CCc1ccc(NC(=O)c3nc(N4CCOCC4)ccc3Cl)cc1-2	0.5217	[0.5, 0.7)	False
test	C[C@H](O)CC(=O)N1CCN(Cc2ccc3cc(Oc4ccc(-c5ccn[nH]5)cn4)ccc3n2)CC1	0.4494	[0.3, 0.5)	False
test	CN(C)c1cccc(-c2cc(NCCCC3CCCNC3)c3ccccc3n2)c1	0.7692	[0.7, 0.9)	False
test	O=[N+]([O-])c1ccc(N/C(=N\O)c2cccc(F)c2)c2nonc12	1.0	[0.9, 1.0]	True
test	CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cc(F)ccc4O)cc4ncccc34)n2)C1	0.9143	[0.9, 1.0]	False
test	O=C(NC1CCCCCCC1)P(=O)(O)O	1.0	[0.9, 1.0]	True
test	Nc1ncc(-c2cnn(C3CCNCC3)c2)c2c1C(=O)N(C1CCC1)CC2	0.9434	[0.9, 1.0]	False
test	O=[N+]([O-])c1ccc2[nH]cc(C3=CCNCC3)c2c1	1.0	[0.9, 1.0]	True
test	O=[N+]([O-])c1cccc(Nc2ccnc3[nH]c4ccc(Br)cc4c23)c1	0.6154	[0.5, 0.7)	False
test	COC(=O)c1cc2ccccc2cc1N1CCN(C(=O)c2ncc(-c3ccc(OC)cc3)c(-c3ccc(C)cc3)n2)CC1	0.4	[0.3, 0.5)	False
test	CCc1ncc(Cn2cnc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)c(=O)[nH]1	0.4634	[0.3, 0.5)	False
test	CCCCOC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc3c(C)c(NC(=O)CCCC)cnc32)cc1	1.0	[0.9, 1.0]	True
test	O=c1cc(-c2ccccc2)nc2cccc(O)n12	0.4286	[0.3, 0.5)	False
test	CC(C)(F)C[C@H]([NH2+][C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	0.6923	[0.5, 0.7)	False
test	CN(CC(=O)Nc1ccccc1Cl)C(=O)COC(=O)c1ccc([N+](=O)[O-])s1	0.5873	[0.5, 0.7)	False
test	O=c1[nH]cc(-c2cccc3cccnc23)c2sc(-c3ccncc3)cc12	1.0	[0.9, 1.0]	True
test	CC(C)(C)CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2o1	1.0	[0.9, 1.0]	True
test	COc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)c(O)c1	1.0	[0.9, 1.0]	True
test	COc1ccc(CN(CCN(C)CCCCN)c2ccccn2)cc1	0.8511	[0.7, 0.9)	False
test	COCCO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1	0.2788	[0.0, 0.3)	False
test	CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1	1.0	[0.9, 1.0]	True
test	CCc1sc(-c2cccc(F)c2)nc1CSc1nc(N)cc(N)n1	1.0	[0.9, 1.0]	True
test	CCn1ncc2c(NC3CCCCC3)c(C(=O)NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cnc21	0.5	[0.5, 0.7)	False
test	CCC[C@H]([NH3+])C(=O)[O-]	0.6364	[0.5, 0.7)	False
test	C[C@@H]1CCCC[C@H]1n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1	1.0	[0.9, 1.0]	True
test	CC(C)(C)ONc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1	0.7091	[0.7, 0.9)	False
test	Cc1cc(C(=O)N2CCC[C@@H]2CN)cc(-c2cnn3ccc(-c4ccccc4)nc23)n1	0.4667	[0.3, 0.5)	False
test	N#CCNS(=O)(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	1.0	[0.9, 1.0]	True
test	COc1ccc(Cn2nnc(-c3ccccc3)c2C(=O)N[C@@H](C)c2ccc(C(=O)O)cc2)cc1	0.7619	[0.7, 0.9)	False
test	CCCc1c(-c2nc(O[C@@H](C)[C@@H]3[C@@H](OC)CCN3C)cc(-n3ccc(C(=O)N[C@@H](C)c4ccccn4)n3)n2)noc1[C@@]1(C)CCCc2sc(N)c(C#N)c21	0.274	[0.0, 0.3)	False
test	NCCc1c[nH]c(-c2cccc(Cl)c2)n1	0.4524	[0.3, 0.5)	False
test	Cc1cc(C(=O)O)cc(C)c1NC(=O)c1cc(-c2cccc(CO)c2)nc2ccccc12	0.4648	[0.3, 0.5)	False
test	CC(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)NC[C@H](C)O	1.0	[0.9, 1.0]	True
test	CCC1CCCN1c1nc(C)nc2[nH]c3c(C4CC4)cccc3c12	1.0	[0.9, 1.0]	True
test	Cc1cccc(COc2ccc3occc(=O)c3c2)c1	0.7442	[0.7, 0.9)	False
test	O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12	1.0	[0.9, 1.0]	True
test	CS(=O)(=O)c1ccc(OP(=O)(Oc2ccc(S(C)(=O)=O)cc2)C(NC(=O)OCc2ccccc2)c2ccc(NC(=N)N)cc2)cc1	0.8136	[0.7, 0.9)	False
test	CCOc1cc(-c2cc(NCCc3ccc4c(c3)OCCC4)ncn2)ccc1OCC(=O)O	1.0	[0.9, 1.0]	True
test	NCCCCCC(CS)C(=O)O	1.0	[0.9, 1.0]	True
test	CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O	1.0	[0.9, 1.0]	True
test	C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)CC[C@@H]1N(C)C(=O)c1ccc(F)cc1F	0.4	[0.3, 0.5)	False
test	O=C(O)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1	0.4267	[0.3, 0.5)	False
test	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21	1.0	[0.9, 1.0]	True
test	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(C#N)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	0.8571	[0.7, 0.9)	False
test	C=CC(=O)Nc1cccc(Br)c1	0.7	[0.5, 0.7)	False
test	CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21	1.0	[0.9, 1.0]	True
test	CC(C)(C)c1cc(Nc2c(N)oc3cnccc23)cc(C(C)(C)C)c1	0.7045	[0.7, 0.9)	False
test	Cc1noc(C)c1-c1n[nH]cc1-c1ccncc1	0.5106	[0.5, 0.7)	False
test	O=C(O)c1ccc(C2(NC(=O)[C@H]3C[C@H]4C[C@H]4N3Cc3cccc(C(F)(F)F)c3)CC2)cc1	0.4028	[0.3, 0.5)	False
test	CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2cc(OCC(F)(F)F)ccc2n1	0.4643	[0.3, 0.5)	False
test	O=c1[nH]cc(CCc2cccc(Cl)c2)[nH]c1=O	0.5116	[0.5, 0.7)	False
test	C[C@@H]1NC(=O)[C@H](CC(=O)NCc2ccc(Cl)cc2)C/C=C/CCC(=O)O[C@@H]1c1ccccc1	0.3521	[0.3, 0.5)	False
test	C=CC(=O)N1CC2(CCN(c3nc(OCCN(C)C)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1	0.3478	[0.3, 0.5)	False
test	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCCC3)[nH]c3ccc(Cl)cc23)c1	0.6102	[0.5, 0.7)	False
test	CCCCC/C=C/CCCOP(=O)(O)O	0.8276	[0.7, 0.9)	False
test	NS(=O)(=O)c1ccc(CNc2nc(Nc3cccc(NC(=O)N4CCCC4)c3)ncc2Br)cc1	1.0	[0.9, 1.0]	True
test	NC(N)=NCCC[C@@H](NC(=O)c1ccc(-c2csc3ccccc23)o1)C(=O)O	0.4429	[0.3, 0.5)	False
test	Brc1ccccc1-c1cc2ccccc2o1	0.4878	[0.3, 0.5)	False
test	C=CCn1c(=O)c2cnc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1	1.0	[0.9, 1.0]	True
test	Nc1nc(OC2CCN(c3cc(Oc4ccccc4F)ncn3)CC2)ncc1F	0.4359	[0.3, 0.5)	False
test	COc1ccc(COc2ccc(Cn3c(N)nc4cc(N5CCN(C)CC5=O)ccc43)cc2OC)cn1	1.0	[0.9, 1.0]	True
test	CN(C)C(=O)C1CCN(c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)CC1	0.4754	[0.3, 0.5)	False
test	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	1.0	[0.9, 1.0]	False
test	O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)c1ccccc1	1.0	[0.9, 1.0]	True
test	COCCCN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1	1.0	[0.9, 1.0]	True
test	COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1	1.0	[0.9, 1.0]	True
test	Cc1sc(N/N=C/c2ccncc2)nc1-c1ccccc1	0.6078	[0.5, 0.7)	False
test	C#CCN1CCC(/C=C\c2ccc(S(C)(=O)=O)cc2)CC1	0.459	[0.3, 0.5)	False
test	Cc1cc2c(N3CC[C@@H](n4cccn4)C3)c(C#N)c(=O)[nH]c2cn1	0.321	[0.3, 0.5)	False
test	O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21	0.7397	[0.7, 0.9)	False
test	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1C(N)=O	0.6034	[0.5, 0.7)	False
test	Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(S(=O)(=O)N3CCCCC3)cc2)ccc2[nH]ccc12	0.7273	[0.7, 0.9)	False
test	C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)COc1ccc(O)cc1	1.0	[0.9, 1.0]	True
test	COc1ccc2c(-n3c(=O)n(Cc4ccc([C@@]5(C)OC(=O)NC5=O)cc4)c4cc(C(F)(F)F)ccc43)noc2c1	0.5227	[0.5, 0.7)	False
test	O=C(O)c1ccc(CCN2CCCC(Nc3ccc(Oc4ccc(-c5ncco5)cc4)cc3)C2)cc1	0.5455	[0.5, 0.7)	False
test	O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3	1.0	[0.9, 1.0]	True
test	OC(CCc1ccccc1)Cn1cncn1	0.5405	[0.5, 0.7)	False
test	CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1	1.0	[0.9, 1.0]	True
test	CCOc1ccc(NC(=S)Nc2ccc3nsnc3c2)cc1	0.4237	[0.3, 0.5)	False
test	C#CCN1CCC(/C=C/c2ccc(Br)cc2)CC1	0.3462	[0.3, 0.5)	False
test	COc1ccc(C(=O)n2nc(C)c(Br)c2C)cc1	0.4898	[0.3, 0.5)	False
test	O=C(Cn1ccnc1)NC(c1ccccc1)c1ccccc1	0.619	[0.5, 0.7)	False
test	Cc1cc(-c2cc(F)c(Nc3ccnc(Nc4ccc(C#N)cc4)n3)c(F)c2)ccn1	0.7885	[0.7, 0.9)	False
test	CC1(C)c2[nH]nc(NC(=O)c3ccc(N4CCOCC4)cc3)c2CN1Cc1cc(F)cc(F)c1	1.0	[0.9, 1.0]	True
test	Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1	1.0	[0.9, 1.0]	True
test	Cc1ccc2[nH]c(/C=C/C(=O)c3c(-c4ccccc4)c4cc(Cl)ccc4[nH]c3=O)nc2c1	1.0	[0.9, 1.0]	True
test	COc1cc2c(-c3cnn4cc(N5CC(CC#N)(N6CCN(C)CC6)C5)cnc34)ccnc2cc1F	0.6667	[0.5, 0.7)	False
test	COCCS(=O)(=O)C(C(=O)NCC(=O)NC1CC1)c1nc2cc(-c3ccc(-c4ccn[nH]4)cc3)c(F)cc2s1	0.6437	[0.5, 0.7)	False
test	O=C(CCl)c1cc(Br)c(Br)s1	1.0	[0.9, 1.0]	True
test	CNC(=O)c1ccccc1OC1CCOCC1	1.0	[0.9, 1.0]	True
test	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc3ccc(OC)cc3oc2=O)cc1	1.0	[0.9, 1.0]	True
test	CC(=O)Nc1ccc(Cc2nc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)no2)cc1	1.0	[0.9, 1.0]	True
test	NC(=O)CCc1nc2cc(C(=O)N3CCCCC3)ccc2n1-c1cccc(Cl)c1	0.678	[0.5, 0.7)	False
test	NC[C@H]1CC[C@@H](SCc2nc3cc(NC4CCCC4)cc(F)c3c(=O)[nH]2)CO1	0.2785	[0.0, 0.3)	False
test	CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21	1.0	[0.9, 1.0]	True
test	COc1cc2cc(C#N)ccc2c(OC)c1Oc1cc(NC2CCOC2)nc(Nc2ccc(C#N)cc2)n1	0.4051	[0.3, 0.5)	False
test	CO[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O	1.0	[0.9, 1.0]	True
test	CC(C)C(NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C1CCCCCC1	0.4393	[0.3, 0.5)	False
test	C[C@H]1C[C@@H]2c3cccc4[nH]c(Sc5ccccc5)c(c34)C[C@H]2N(C)C1	0.5357	[0.5, 0.7)	False
test	O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CF)CC2)CN1C1CC1	1.0	[0.9, 1.0]	True
test	O=S(=O)(c1ccc(-c2ccccc2)cc1)N1CCc2cc(C3CC3NCC3CCNCC3)ccc21	1.0	[0.9, 1.0]	True
test	CN1CCC(Cn2nc(-c3ccc4cc(OCCO)ccc4c3)c3c(N)ncnc32)CC1	0.8361	[0.7, 0.9)	False
test	NCc1cc(Oc2cccc(Oc3ccccc3)c2)nc(-c2ccc(F)cc2)c1	0.4286	[0.3, 0.5)	False
test	CCN[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4ccccc4)nc23)nc(C(C)C)c1	0.4026	[0.3, 0.5)	False
test	Cc1n[nH]c2c1C(c1cc(Cl)cc(Cl)c1)(C(C)C)C(C#N)=C(N)O2	1.0	[0.9, 1.0]	True
test	CC(=C/C=C/C(C)=C/C(=O)[O-])/C=C1\CCCc2cc(C)ccc21	0.8367	[0.7, 0.9)	False
test	COc1ccc(C(=O)c2cccn2-c2cnn(O)c2)cc1	0.4222	[0.3, 0.5)	False
test	CCN(CC)[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4ccccc4)nc23)nc(N2CC(OC)C2)c1	0.3837	[0.3, 0.5)	False
test	CNC(=O)C1CCCN1C(=O)c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2	0.4267	[0.3, 0.5)	False
test	O=C(NCCc1ccc(OCCN2CCOCC2)c(Br)c1)c1ccc[nH]1	0.493	[0.3, 0.5)	False
test	COc1ccc(COc2cc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)ccc2N(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1	0.5185	[0.5, 0.7)	False
test	N=C(N)c1cccc(C(=O)N2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1	1.0	[0.9, 1.0]	True
test	O=C(Cl)C1=Cc2cc(Br)ccc2CC1=O	0.3902	[0.3, 0.5)	False
test	Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)c(F)c2)nc2ccsc12	1.0	[0.9, 1.0]	True
test	CC(C)CNC(=O)CCC(=O)NC(C)C12CC3CC(CC(C3)C1)C2	1.0	[0.9, 1.0]	True
test	NC(=O)Cn1cc(-c2cc(OCCC34CC5CC(CC(O)(C5)C3)C4)cc3c2-c2ccccc2[C@]3(O)C(F)(F)F)cn1	0.3529	[0.3, 0.5)	False
test	C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCCC(=O)NO)cc3)cc12)c1ccccc1	1.0	[0.9, 1.0]	True
test	CCC(CC)n1cc(-c2nc(-c3cnn(C[C@H]4CCC(=O)N4)c3)cn3nccc23)cn1	1.0	[0.9, 1.0]	True
test	C=CCC1(c2ccccc2)Sc2ccccc2-n2cccc2C1=O	0.5079	[0.5, 0.7)	False
test	CCN(CC)[C@@H](C)CNC(=O)c1cc(NCCN2CCOCC2)nc(-c2cnn3ccc(-c4cccs4)nc23)c1	0.3977	[0.3, 0.5)	False
test	C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OCC[C@H]2C1	0.3516	[0.3, 0.5)	False
test	O=C(O)CN1CN(Cc2cc(F)c(F)cc2F)S(=O)(=O)c2ccccc21	0.3898	[0.3, 0.5)	False
test	Cn1nc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C)(C#N)C4)n3)n2)cc1N	1.0	[0.9, 1.0]	True
test	CC[C@H](NC(=O)c1ccc2c(ccn2Cc2ccccc2-c2ccc(C(=O)O)cc2)c1)c1ccccc1	0.5694	[0.5, 0.7)	False
test	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)nc2c1CCC2	0.5165	[0.5, 0.7)	False
test	COc1ccc(CN2CC(C)C(c3nn4c(-c5ccc(F)cc5)ncc4c(=O)[nH]3)C2)cn1	0.5185	[0.5, 0.7)	False
test	CC(C)(C)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NCc1ccncc1	0.9091	[0.9, 1.0]	False
test	O[C@@H]1[C@@H]2CC[C@H]1CN(c1ncc3ncnc(Nc4ccc(Oc5ccn6ncnc6c5)c(Cl)c4)c3n1)C2	0.4953	[0.3, 0.5)	False
test	Cc1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1	1.0	[0.9, 1.0]	True
test	NCCCCCCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1	0.6441	[0.5, 0.7)	False
test	CNS(=O)(=O)CC1CCC(Oc2c([N+](=O)[O-])cnc3[nH]ccc23)CC1	1.0	[0.9, 1.0]	True
test	Cc1cc(C)nc(SCC(=O)c2ccc(S(N)(=O)=O)c(Cl)c2)n1	1.0	[0.9, 1.0]	True
test	Cc1ccc(S(=O)(=O)NNC(=O)c2nc3ccccc3c(=O)[nH]2)cc1	0.5455	[0.5, 0.7)	False
test	C[C@H](CS)C(=O)N1[C@@H](SCc2cccc3ccccc23)CC[C@H]1C(=O)O	1.0	[0.9, 1.0]	True
test	C=CC(=O)N1CC(NC(=O)Cn2cc(-c3ccccc3C(C)C)c3cc(Br)cc(C)c32)C1	0.4255	[0.3, 0.5)	False
test	C=CC[C@H]1C(=O)N(S(=O)(=O)c2ccc3ccccc3c2)[C@H]2CCN(C(=O)OCc3ccccc3)[C@H]12	0.7536	[0.7, 0.9)	False
test	CO[C@@H]1CN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)C[C@@H]1O	0.4906	[0.3, 0.5)	False
test	CC(=O)Nc1cccc(-c2ccc(Cc3ocnc3C(=O)N[C@@H](Cc3ccccc3)C(=O)O)cc2)c1	1.0	[0.9, 1.0]	True
test	COCc1cc(=O)n2nc(NCc3ccc(Cl)cc3)c(C#N)c2[nH]1	0.3692	[0.3, 0.5)	False
test	OC1CCN(CCOc2ccc(Cc3ccccc3)cc2)C1	0.4737	[0.3, 0.5)	False
test	O=C(O)CSc1ncnc2cc(-c3ccc(C(F)(F)F)cc3)sc12	0.7872	[0.7, 0.9)	False
test	COc1ccc2c(c1)CCCCc1c(C(=O)Nc3c(C)n(C)n(C4CCCCC4)c3=O)noc1-2	1.0	[0.9, 1.0]	True
test	CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc(/C=C/C(=O)O)cc3)ccc21	0.6304	[0.5, 0.7)	False
test	CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc(OCc3ccccc3)cc2c1=O	0.5211	[0.5, 0.7)	False
test	c1ccc(SCCCCn2ccnc2)cc1	1.0	[0.9, 1.0]	True
test	NS(=O)(=O)c1ccc(NC(=O)CSc2nnnn2-c2cccc(Cl)c2Cl)c(Cl)c1	0.4321	[0.3, 0.5)	False
test	Nc1ncc(-c2ccc([C@]34C[C@H]3CN(C3COC3)C4)cc2)cc1C(=O)NC12CCC(O)(CC1)CC2	1.0	[0.9, 1.0]	True
test	Cc1ccc(C(=O)c2cc3ccccc3o2)cc1C	0.6471	[0.5, 0.7)	False
test	C[C@H]1CN(C(=O)c2ccc(C#N)c(C3CC3)c2)Cc2cnc([C@@](C)(O)C(F)(F)F)n21	1.0	[0.9, 1.0]	True
test	O=C(CC(F)(F)F)NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	1.0	[0.9, 1.0]	True
test	Cc1ccc2cc(O)c(C(=O)Cl)cc2c1	0.4643	[0.3, 0.5)	False
test	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O	1.0	[0.9, 1.0]	True
test	O=C(c1ccco1)N1CCC(N2C(=O)CCc3ccccc32)CC1	0.6415	[0.5, 0.7)	False
test	Clc1cccc(Nc2nccc(-c3cccc(N4CCNCC4)c3)n2)c1	0.6	[0.5, 0.7)	False
test	CC[C@@H](NC(=O)N1CC(=O)NC[C@@H](Cc2cc(Cl)ccc2OC)C1=O)c1nc(C(=O)O)co1	1.0	[0.9, 1.0]	True
test	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ncncc2N)cc1	0.4921	[0.3, 0.5)	False
